,Bedrooms,Bathrooms,Total interior livable area,Elementary School Score,Middle School Score,High School Score,Tax assessed value,Annual tax amount,Listed Price,City
3697,4,5.0,2700.0,6.0,7.0,8.0,1196460.0,14657.0,2499000.0,Culver City
3702,2,3.0,1219.0,8.0,6.0,8.0,806310.0,9772.0,829000.0,Los Angeles
3707,3,3.0,1502.0,9.0,9.0,10.0,782276.0,10050.0,1588000.0,Los Gatos
3708,3,1.0,1152.0,6.0,5.0,8.0,407860.0,4673.0,550000.0,Boulder Creek
3714,3,2.0,1497.0,6.0,6.0,6.0,902026.0,12546.0,799950.0,San Jose
3719,3,2.0,2606.0,9.0,3.0,7.0,1794059.0,21990.0,2750000.0,West Hollywood
3724,5,3.0,2110.0,6.0,7.0,9.0,346688.0,4528.0,2800000.0,Milpitas
3726,4,3.0,2040.0,5.0,4.0,7.0,908880.0,11633.0,1295000.0,San Francisco
3728,4,4.0,4400.0,9.0,7.0,6.0,2292745.0,27727.0,3698000.0,Los Angeles
3735,3,1.0,1098.0,7.0,5.0,3.0,367500.0,4932.0,479900.0,Los Angeles
3736,3,2.0,1328.0,3.0,3.0,4.0,596131.0,9010.0,690000.0,San Jose
3737,3,2.0,1480.0,7.0,4.0,7.0,706488.0,9139.0,1488000.0,San Mateo
3741,5,5.0,4500.0,7.0,3.0,7.0,3325085.0,40648.0,3499000.0,West Hollywood
3743,4,2.0,1791.0,3.0,5.0,4.0,733216.0,9834.0,959999.0,San Jose
3745,4,4.0,1951.0,8.0,8.0,7.0,1698568.0,21176.0,2498000.0,Menlo Park
3757,4,3.0,2436.0,4.0,6.0,7.0,1175652.0,14257.0,1295000.0,Los Angeles
3764,4,3.0,2470.0,8.0,8.0,9.0,193595.0,3383.0,2200000.0,San Carlos
3771,2,1.0,1230.0,7.0,6.0,9.0,1426200.0,16126.0,899000.0,Millbrae
3775,4,3.0,2049.0,4.0,3.0,7.0,1365552.0,16218.0,1890000.0,Sunnyvale
3782,4,3.0,2315.0,8.0,5.0,6.0,909242.0,12637.0,1150000.0,San Jose
3787,6,3.0,2380.0,5.0,3.0,3.0,433500.0,8026.0,479000.0,Compton
3790,4,3.0,3237.0,8.0,3.0,7.0,1963233.0,23922.0,2179000.0,Los Angeles
3792,3,3.0,1131.0,5.0,3.0,3.0,247500.0,4622.0,454990.0,Compton
3799,3,3.0,2500.0,7.0,7.0,4.0,1345776.0,16363.0,1299000.0,South San Francisco
3801,3,2.0,1879.0,9.0,3.0,7.0,1508580.0,18567.0,2095000.0,Los Angeles
3804,2,2.0,1174.0,9.0,6.0,8.0,799517.0,9787.0,2000000.0,Los Angeles
3809,4,2.0,1700.0,5.0,6.0,8.0,119500.0,3235.0,1788000.0,San Mateo
3810,2,1.0,1016.0,6.0,3.0,5.0,92903.0,1904.0,950000.0,San Francisco
3813,2,1.0,780.0,3.0,2.0,2.0,317299.0,3894.0,475000.0,Los Angeles
3830,3,2.0,1267.0,1.0,4.0,2.0,460000.0,5734.0,649900.0,Los Angeles
3832,2,2.0,986.0,5.0,4.0,5.0,606397.0,7991.0,819000.0,San Jose
3845,3,2.0,1308.0,5.0,5.0,7.0,689344.0,9181.0,899888.0,San Jose
3846,3,2.0,1390.0,3.0,4.0,5.0,210111.0,3375.0,1050000.0,Campbell
3847,4,4.0,5538.0,9.0,3.0,7.0,364461.0,5048.0,5995000.0,West Hollywood
3854,3,1.0,1122.0,7.0,5.0,3.0,416159.0,7206.0,449999.0,Compton
3861,3,3.0,1375.0,6.0,3.0,4.0,1134034.0,14381.0,1100000.0,San Francisco
3863,3,2.0,1456.0,9.0,9.0,8.0,701543.0,10597.0,1298000.0,San Jose
3866,3,3.0,2045.0,4.0,4.0,6.0,1921316.0,23238.0,2078000.0,Los Angeles
3871,2,1.0,1007.0,3.0,4.0,3.0,692328.0,9358.0,799000.0,San Jose
3876,5,4.0,2708.0,7.0,4.0,6.0,1513202.0,18446.0,1995000.0,Los Angeles
3877,4,2.0,1510.0,3.0,6.0,7.0,725262.0,10263.0,1398000.0,San Mateo
3885,4,3.0,2523.0,7.0,7.0,6.0,1826740.0,22229.0,2595000.0,Los Angeles
3886,3,3.0,1420.0,5.0,5.0,7.0,95348.0,1801.0,1388000.0,South San Francisco
3887,4,3.0,1987.0,6.0,3.0,7.0,626553.0,7583.0,0.0,Sunnyvale
3900,6,6.0,2378.0,6.0,5.0,8.0,663000.0,7551.0,930000.0,Boulder Creek
3901,2,2.0,2621.0,9.0,7.0,8.0,3846284.0,46521.0,3350000.0,Los Angeles
3902,4,2.0,1223.0,4.0,2.0,2.0,380984.0,4909.0,389000.0,Los Angeles
3903,5,5.0,3506.0,6.0,2.0,2.0,1248480.0,15493.0,1395000.0,Los Angeles
3907,4,3.0,2138.0,5.0,5.0,6.0,705930.0,9629.0,1398000.0,San Jose
3912,2,1.0,1058.0,5.0,6.0,8.0,960000.0,11774.0,995000.0,Los Angeles
3917,1,3.0,1182.0,6.0,7.0,8.0,150702.0,3015.0,1595000.0,Culver City
3922,2,2.0,902.0,6.0,4.0,5.0,413879.0,5616.0,1095000.0,San Francisco
3931,3,2.0,1300.0,6.0,3.0,7.0,899945.0,11097.0,959000.0,Los Angeles
3933,4,3.0,2165.0,4.0,4.0,7.0,577630.0,6880.0,2295000.0,San Mateo
3943,3,2.0,1457.0,9.0,8.0,7.0,1277692.0,16103.0,1195000.0,San Francisco
3948,2,1.0,576.0,5.0,3.0,8.0,111848.0,2038.0,339900.0,Los Angeles
3955,3,1.0,985.0,4.0,5.0,6.0,918000.0,11026.0,1149880.0,Santa Clara
3956,3,3.0,2060.0,5.0,5.0,6.0,1212060.0,13474.0,2150000.0,Redwood City
3959,4,3.0,2501.0,3.0,5.0,7.0,969000.0,12016.0,1020000.0,Los Angeles
3962,3,1.0,1197.0,5.0,3.0,3.0,390000.0,5200.0,475000.0,Compton
3964,3,2.0,1182.0,6.0,7.0,9.0,209396.0,2637.0,950000.0,Milpitas
3973,4,2.0,1396.0,8.0,9.0,9.0,524814.0,6363.0,445900.0,Milpitas
3974,3,3.0,1606.0,4.0,3.0,5.0,146410.0,3023.0,1099000.0,San Jose
3975,3,3.0,1635.0,7.0,6.0,8.0,1068156.0,13012.0,918000.0,Mountain View
3978,2,1.0,884.0,3.0,2.0,2.0,400553.0,5032.0,489000.0,Los Angeles
4006,3,1.0,1114.0,7.0,4.0,3.0,192876.0,2695.0,495000.0,Compton
4008,2,1.0,812.0,4.0,5.0,6.0,394090.0,5906.0,349000.0,San Jose
4012,4,3.0,2135.0,8.0,6.0,8.0,362392.0,4585.0,1348888.0,Los Angeles
4013,4,3.0,2160.0,8.0,5.0,6.0,545065.0,8541.0,1199000.0,San Jose
4021,2,1.0,1286.0,3.0,2.0,4.0,227405.0,2771.0,480000.0,Watsonville
4022,3,2.0,1250.0,5.0,6.0,7.0,732872.0,8981.0,998000.0,Capitola
4027,3,1.0,1429.0,4.0,5.0,5.0,181730.0,2721.0,1000000.0,South San Francisco
4041,2,1.0,1024.0,2.0,2.0,3.0,418200.0,5253.0,389900.0,Los Angeles
4047,3,3.0,1876.0,8.0,7.0,9.0,505335.0,6134.0,1278888.0,Milpitas
4048,3,3.0,1636.0,7.0,7.0,7.0,1742713.0,21086.0,2049000.0,Los Angeles
4051,4,2.0,1756.0,7.0,6.0,7.0,272706.0,4805.0,1650000.0,San Jose
4060,3,2.0,1418.0,4.0,4.0,4.0,587927.0,7342.0,765000.0,Los Angeles
4063,3,2.0,1250.0,3.0,2.0,2.0,113740.0,1648.0,402000.0,Los Angeles
4066,3,2.0,1237.0,5.0,5.0,4.0,171489.0,2371.0,675000.0,Los Angeles
4071,3,2.0,1530.0,9.0,9.0,6.0,110728.0,2450.0,1698000.0,San Carlos
4072,4,5.0,3479.0,7.0,7.0,7.0,1591114.0,19446.0,2895000.0,Los Angeles
4075,4,2.0,1326.0,3.0,2.0,2.0,454653.0,5685.0,519988.0,Los Angeles
4078,3,2.0,1368.0,2.0,4.0,5.0,102376.0,1112.0,168000.0,Klamath
4079,4,2.0,1422.0,7.0,9.0,8.0,541744.0,8126.0,1218883.0,San Jose
4080,4,3.0,2259.0,4.0,5.0,4.0,1060780.0,13664.0,1018000.0,San Jose
4084,1,1.0,510.0,4.0,5.0,6.0,879740.0,9813.0,1175000.0,Redwood City
4085,3,2.0,1375.0,4.0,3.0,5.0,649456.0,9963.0,639950.0,San Jose
4087,2,1.0,978.0,8.0,3.0,6.0,72802.0,956.0,1099000.0,Los Angeles
4092,3,2.0,2002.0,6.0,2.0,2.0,254833.0,3327.0,998000.0,Los Angeles
4097,4,4.0,3500.0,8.0,8.0,8.0,832195.0,10442.0,4995000.0,Santa Monica
4105,5,3.0,2504.0,7.0,7.0,9.0,1540200.0,21165.0,1550000.0,San Jose
4119,3,2.0,1790.0,6.0,2.0,2.0,954566.0,11832.0,1249000.0,Los Angeles
4120,5,5.0,3172.0,8.0,6.0,8.0,4000000.0,48189.0,1999888.0,Mountain View
4126,4,3.0,2402.0,4.0,3.0,3.0,875196.0,10793.0,1199000.0,Los Angeles
4127,3,2.0,1425.0,7.0,4.0,6.0,290603.0,3695.0,1249950.0,Los Angeles
4139,3,2.0,2150.0,7.0,4.0,3.0,1824087.0,22517.0,2299000.0,San Francisco
4146,4,4.0,3608.0,2.0,3.0,6.0,445751.0,5859.0,1800000.0,Los Angeles
4151,4,2.0,1904.0,6.0,7.0,9.0,1025371.0,12724.0,1298000.0,Milpitas
4159,4,3.0,1910.0,6.0,4.0,5.0,1924740.0,23807.0,1495000.0,San Francisco
4163,3,2.0,1680.0,3.0,2.0,2.0,483276.0,6128.0,599000.0,Los Angeles
4175,2,1.0,738.0,5.0,2.0,2.0,117094.0,1612.0,795000.0,Los Angeles
4176,4,4.0,2450.0,9.0,8.0,9.0,130278.0,2917.0,1680000.0,San Carlos
4192,3,2.0,1628.0,8.0,7.0,8.0,990896.0,13838.0,1348000.0,San Jose
4195,4,3.0,2151.0,5.0,4.0,3.0,540600.0,9147.0,554900.0,Compton
4196,3,1.0,1224.0,3.0,2.0,2.0,127682.0,1686.0,410000.0,Los Angeles
4197,3,2.0,1320.0,10.0,9.0,6.0,1265932.0,15702.0,1698000.0,San Carlos
4201,4,5.0,3024.0,6.0,7.0,8.0,1040400.0,12619.0,2899000.0,Los Angeles
4204,2,1.0,924.0,5.0,2.0,2.0,683400.0,8454.0,895000.0,Los Angeles
4208,3,2.0,1870.0,8.0,8.0,7.0,2142882.0,26089.0,2875000.0,Menlo Park
4214,4,3.0,2015.0,4.0,4.0,5.0,263179.0,3063.0,248000.0,Planada
4215,4,3.0,2285.0,6.0,9.0,9.0,858020.0,10356.0,1485000.0,Milpitas
4217,3,2.0,2205.0,8.0,7.0,7.0,96694.0,1899.0,1295000.0,San Francisco
4218,3,3.0,1872.0,3.0,3.0,4.0,804000.0,10061.0,900000.0,Los Angeles
4220,4,2.0,1422.0,4.0,4.0,5.0,158901.0,2538.0,199999.0,Edison
4237,4,2.0,1580.0,6.0,3.0,7.0,1362924.0,16242.0,1099000.0,Sunnyvale
4248,3,2.0,1833.0,8.0,7.0,8.0,1195800.0,14403.0,1499000.0,Culver City
4251,3,2.0,1687.0,4.0,3.0,4.0,949001.0,12972.0,975000.0,San Jose
4252,2,2.0,740.0,2.0,5.0,4.0,620806.0,7579.0,599000.0,Los Angeles
4262,3,2.0,1521.0,2.0,3.0,6.0,55345.0,545.0,152500.0,Nogales
4268,3,2.0,1176.0,3.0,4.0,4.0,422434.0,7385.0,849900.0,San Jose
4274,2,1.0,1034.0,8.0,5.0,6.0,1043986.0,13451.0,1148000.0,San Jose
4282,2,1.0,1426.0,7.0,7.0,7.0,1530000.0,18663.0,1499000.0,Los Angeles
4284,4,3.0,1547.0,6.0,2.0,6.0,867000.0,10582.0,1549000.0,Los Angeles
4295,3,2.0,1512.0,9.0,8.0,8.0,909343.0,11232.0,1699000.0,Sunnyvale
4306,3,1.0,979.0,6.0,4.0,6.0,526285.0,6582.0,1250000.0,Los Angeles
4308,4,4.0,2914.0,8.0,7.0,7.0,2033034.0,24772.0,2695000.0,Los Angeles
4312,3,1.0,1000.0,2.0,2.0,2.0,565000.0,7048.0,749900.0,Los Angeles
4321,2,1.0,928.0,3.0,2.0,2.0,410957.0,5100.0,455000.0,Los Angeles
4324,2,2.0,1350.0,6.0,7.0,7.0,974100.0,11160.0,999888.0,San Mateo
4337,4,2.0,1716.0,7.0,5.0,3.0,462060.0,6073.0,559900.0,Los Angeles
4349,2,2.0,1850.0,4.0,3.0,6.0,519117.0,6542.0,999999.0,Los Angeles
4351,3,2.0,1705.0,4.0,4.0,7.0,1810500.0,22081.0,1888000.0,San Mateo
4354,5,7.0,5151.0,9.0,3.0,7.0,3344368.0,40853.0,6295000.0,West Hollywood
4356,3,2.0,1650.0,7.0,6.0,7.0,84131.0,1266.0,1050000.0,Santa Cruz
4357,3,2.0,1190.0,9.0,9.0,10.0,1606500.0,19853.0,1788000.0,Cupertino
4368,4,3.0,1822.0,5.0,5.0,7.0,426217.0,6116.0,925000.0,San Jose
4370,3,2.0,1392.0,5.0,5.0,6.0,1540200.0,19243.0,1498000.0,San Jose
4374,3,2.0,2130.0,7.0,7.0,9.0,3788510.0,45471.0,3850000.0,Palo Alto
4381,4,2.0,1769.0,2.0,2.0,3.0,37023.0,8015.0,685000.0,Los Angeles
4388,3,2.0,1745.0,9.0,9.0,10.0,716725.0,8493.0,1086000.0,Saratoga
4399,3,3.0,1600.0,6.0,5.0,6.0,790739.0,8945.0,949999.0,Creston
4404,2,1.0,834.0,6.0,2.0,6.0,1132200.0,13756.0,1100000.0,Los Angeles
4407,4,3.0,1519.0,7.0,9.0,9.0,774745.0,9305.0,1099900.0,Milpitas
4409,4,2.0,1410.0,5.0,5.0,6.0,759363.0,10156.0,1049888.0,San Jose
4414,3,2.0,1180.0,9.0,8.0,7.0,919992.0,11868.0,1098000.0,San Francisco
4415,3,2.0,1280.0,3.0,2.0,2.0,384030.0,4847.0,350000.0,Los Angeles
4426,5,3.0,1900.0,8.0,7.0,9.0,565187.0,6838.0,1249000.0,Milpitas
4433,4,3.0,3706.0,6.0,9.0,10.0,1846200.0,21683.0,1699900.0,Los Gatos
4437,5,6.0,4201.0,7.0,7.0,6.0,2322203.0,28380.0,3695000.0,Los Angeles
4441,2,1.0,1250.0,8.0,7.0,7.0,867003.0,11131.0,1199000.0,San Francisco
4453,3,2.0,1440.0,4.0,5.0,6.0,1108000.0,12328.0,1499000.0,Redwood City
4454,3,2.0,2389.0,7.0,7.0,6.0,546245.0,26798.0,2118000.0,Los Angeles
4456,3,1.0,1714.0,3.0,2.0,2.0,263576.0,3478.0,574990.0,Los Angeles
4458,4,3.0,2730.0,8.0,8.0,7.0,9875510.0,110844.0,3900000.0,Atherton
4467,2,1.0,576.0,1.0,6.0,4.0,205001.0,2731.0,450000.0,Los Angeles
4472,3,2.0,1773.0,3.0,3.0,2.0,509796.0,6413.0,829000.0,Los Angeles
4476,3,4.0,3213.0,9.0,3.0,7.0,3884641.0,47134.0,5350000.0,West Hollywood
4479,4,2.0,1802.0,8.0,5.0,6.0,956867.0,12437.0,950000.0,San Jose
4480,4,4.0,2429.0,2.0,7.0,4.0,1177481.0,416.0,1799000.0,Los Angeles
4482,3,2.0,1280.0,3.0,6.0,7.0,95310.0,1669.0,1149950.0,San Mateo
4485,4,2.0,1200.0,5.0,5.0,5.0,72919.0,1562.0,799000.0,South San Francisco
4492,4,4.0,3653.0,7.0,7.0,6.0,869545.0,10874.0,3200000.0,Los Angeles
4496,4,3.0,2943.0,5.0,5.0,6.0,976697.0,12685.0,1779000.0,San Jose
4501,4,2.0,1320.0,4.0,4.0,3.0,620897.0,8464.0,850000.0,San Jose
4507,3,3.0,3368.0,4.0,3.0,5.0,127120.0,2800.0,2498000.0,San Jose
4512,4,3.0,2100.0,7.0,6.0,6.0,388358.0,6108.0,1180000.0,San Jose
4513,2,1.0,782.0,3.0,2.0,2.0,297667.0,3780.0,419000.0,Los Angeles
4518,3,1.0,1358.0,2.0,3.0,3.0,312768.0,4033.0,559000.0,Los Angeles
4519,5,3.0,1888.0,5.0,7.0,9.0,300025.0,5567.0,1049000.0,San Jose
4521,2,1.0,924.0,4.0,3.0,5.0,63318.0,2056.0,910000.0,San Jose
4530,2,1.0,883.0,3.0,3.0,4.0,379746.0,4463.0,399000.0,Watsonville
4533,3,2.0,1593.0,6.0,5.0,7.0,598583.0,7587.0,599900.0,Midway City
4538,3,2.0,1620.0,8.0,8.0,9.0,1195901.0,15109.0,1700000.0,San Carlos
4547,3,3.0,1173.0,4.0,5.0,4.0,275599.0,3452.0,799000.0,Los Angeles
4554,4,3.0,3325.0,7.0,3.0,3.0,3517902.0,42951.0,3550000.0,San Francisco
4558,4,3.0,3119.0,8.0,7.0,7.0,531164.0,7208.0,1595000.0,San Francisco
4562,3,1.0,1507.0,7.0,5.0,6.0,85098.0,1149.0,1300000.0,Santa Clara
4563,3,2.0,1343.0,4.0,4.0,5.0,115929.0,1829.0,199900.0,Edison
4565,4,5.0,3000.0,7.0,3.0,7.0,1649274.0,20521.0,2200000.0,Los Angeles
4569,3,2.0,1929.0,9.0,8.0,9.0,67337.0,1975.0,1998000.0,Cupertino
4577,5,5.0,2870.0,4.0,3.0,4.0,803946.0,10034.0,1379000.0,Los Angeles
4588,4,3.0,1734.0,5.0,3.0,4.0,714403.0,10582.0,888000.0,San Jose
4589,5,6.0,4800.0,9.0,7.0,6.0,4839940.0,58524.0,4725000.0,Los Angeles
4590,4,2.0,1748.0,7.0,9.0,8.0,212758.0,3563.0,1595888.0,Los Gatos
4592,3,2.0,1560.0,4.0,6.0,7.0,1299063.0,15893.0,2385000.0,San Mateo
4593,4,3.0,1998.0,6.0,7.0,8.0,980392.0,13037.0,1458000.0,Campbell
4599,3,2.0,1335.0,4.0,7.0,7.0,139175.0,2693.0,1385000.0,Campbell
4604,3,2.0,1538.0,6.0,2.0,2.0,679141.0,8302.0,1249000.0,Los Angeles
4606,2,1.0,1004.0,6.0,5.0,4.0,38044.0,629.0,599000.0,Los Angeles
4609,3,2.0,1075.0,2.0,5.0,9.0,87610.0,2426.0,799950.0,San Jose
4610,2,1.0,812.0,8.0,5.0,8.0,154548.0,2560.0,160000.0,Felton
4618,2,2.0,1520.0,9.0,8.0,9.0,1019591.0,13008.0,1198000.0,San Carlos
4619,1,1.0,704.0,9.0,3.0,7.0,706488.0,8673.0,699000.0,Los Angeles
4622,4,7.0,7732.0,7.0,3.0,7.0,12189000.0,147423.0,9400000.0,West Hollywood
4625,3,3.0,2190.0,8.0,9.0,7.0,1623603.0,20248.0,2500000.0,San Francisco
4628,3,2.0,1384.0,6.0,6.0,8.0,1591811.0,19710.0,1688888.0,Mountain View
4631,3,2.0,2709.0,4.0,3.0,3.0,198403.0,2641.0,998000.0,Los Angeles
4635,2,1.0,1050.0,6.0,3.0,6.0,379428.0,4771.0,1198000.0,Los Angeles
4639,2,1.0,1216.0,5.0,4.0,3.0,173584.0,3267.0,399900.0,Compton
4643,4,2.0,2057.0,4.0,6.0,7.0,958000.0,12468.0,1199999.0,San Jose
4645,5,4.0,2997.0,4.0,3.0,5.0,1273867.0,16313.0,1899000.0,San Jose
4653,3,1.0,1162.0,6.0,6.0,7.0,835192.0,10122.0,928000.0,Santa Clara
4658,3,2.0,1076.0,9.0,7.0,8.0,776925.0,9761.0,695000.0,Culver City
4660,2,1.0,744.0,4.0,3.0,5.0,925000.0,10750.0,898888.0,Santa Clara
4663,3,2.0,2147.0,8.0,7.0,8.0,1042426.0,14484.0,1425000.0,San Jose
4664,3,2.0,1206.0,7.0,5.0,6.0,60392.0,863.0,1298888.0,Santa Clara
4668,4,2.0,1366.0,4.0,5.0,4.0,394399.0,4998.0,590000.0,Los Angeles
4670,3,1.0,996.0,3.0,2.0,2.0,32217.0,597.0,545000.0,Los Angeles
4675,4,3.0,3098.0,8.0,3.0,7.0,1133075.0,13927.0,2389000.0,Los Angeles
4686,3,2.0,1857.0,3.0,2.0,2.0,900775.0,11136.0,995000.0,Los Angeles
4687,3,3.0,1630.0,8.0,8.0,7.0,735933.0,10481.0,2795000.0,Menlo Park
4696,3,3.0,1511.0,3.0,2.0,2.0,434826.0,5502.0,659888.0,Los Angeles
4698,2,1.0,1258.0,2.0,2.0,2.0,59353.0,915.0,779000.0,Los Angeles
4700,5,4.0,3634.0,7.0,8.0,8.0,872638.0,10409.0,849000.0,Scotts Valley
4701,5,5.0,4759.0,4.0,3.0,4.0,1634014.0,21588.0,2300000.0,San Jose
4706,3,1.0,1398.0,4.0,6.0,6.0,62263.0,879.0,1399950.0,Santa Clara
4719,3,3.0,2200.0,9.0,7.0,7.0,771566.0,8992.0,1890000.0,San Mateo
4726,3,2.0,2635.0,9.0,3.0,7.0,707370.0,9032.0,1995000.0,Los Angeles
4734,4,3.0,2409.0,9.0,8.0,8.0,1144030.0,13947.0,2299000.0,Sunnyvale
4735,5,5.0,3301.0,9.0,9.0,10.0,2464426.0,28781.0,2699000.0,Saratoga
4737,4,2.0,2740.0,8.0,6.0,10.0,661104.0,8579.0,2495000.0,San Francisco
4738,3,2.0,1500.0,3.0,3.0,2.0,785293.0,9674.0,495000.0,Los Angeles
4739,4,3.0,2218.0,9.0,8.0,7.0,1326000.0,16632.0,1990000.0,San Francisco
4744,5,3.0,2072.0,7.0,7.0,9.0,569049.0,9062.0,1349999.0,San Jose
4746,3,4.0,2274.0,6.0,4.0,5.0,1596900.0,19928.0,1495000.0,San Francisco
4751,2,2.0,1001.0,5.0,3.0,2.0,550000.0,6784.0,829900.0,Los Angeles
4754,2,2.0,1116.0,7.0,7.0,6.0,906621.0,11122.0,1295000.0,Los Angeles
4761,2,1.0,756.0,6.0,3.0,5.0,41772.0,580.0,925000.0,San Francisco
4767,3,2.0,1190.0,7.0,7.0,9.0,745076.0,9038.0,998800.0,Milpitas
4768,1,2.0,1108.0,7.0,8.0,8.0,456753.0,5245.0,669000.0,Scotts Valley
4769,3,2.0,1730.0,6.0,6.0,9.0,292596.0,3485.0,1600000.0,Millbrae
4782,5,3.0,2436.0,5.0,5.0,3.0,432239.0,5621.0,1249000.0,Los Angeles
4784,3,1.0,1036.0,5.0,3.0,4.0,510000.0,7429.0,469950.0,San Jose
4785,4,4.0,2934.0,7.0,7.0,6.0,3003110.0,36595.0,3295000.0,Los Angeles
4793,3,2.0,1331.0,2.0,5.0,4.0,662258.0,8287.0,740000.0,Los Angeles
4794,3,4.0,2184.0,5.0,6.0,7.0,1299264.0,15455.0,950000.0,Santa Clara
4796,5,4.0,4199.0,6.0,2.0,2.0,253738.0,3385.0,1649000.0,Los Angeles
4799,3,3.0,2399.0,4.0,3.0,5.0,900778.0,11721.0,1949000.0,San Jose
4800,2,1.0,1355.0,4.0,3.0,6.0,199904.0,2626.0,2000000.0,Los Angeles
4801,4,3.0,1767.0,9.0,7.0,7.0,50152.0,1621.0,1595000.0,Campbell
4803,3,2.0,1108.0,4.0,4.0,6.0,830087.0,10199.0,1100000.0,Los Angeles
4805,3,2.0,1080.0,4.0,4.0,5.0,81065.0,956.0,215000.0,Planada
4810,2,1.0,897.0,8.0,8.0,9.0,508470.0,5869.0,499999.0,Sunol
4813,4,2.0,1187.0,6.0,7.0,9.0,795600.0,9633.0,939888.0,Milpitas
4815,5,3.0,2460.0,5.0,6.0,8.0,172353.0,3821.0,2098000.0,San Mateo
4834,5,2.0,2690.0,6.0,5.0,7.0,1050000.0,14008.0,1499000.0,San Jose
4844,3,4.0,1819.0,5.0,6.0,7.0,1402500.0,16761.0,1599000.0,Santa Clara
4846,3,1.0,1008.0,4.0,2.0,2.0,367200.0,4563.0,360000.0,Los Angeles
4847,4,2.0,1650.0,3.0,4.0,2.0,481500.0,6086.0,699900.0,Los Angeles
4848,4,3.0,1935.0,4.0,6.0,6.0,1683000.0,20002.0,1549000.0,Santa Clara
4853,4,2.0,1363.0,5.0,4.0,5.0,69659.0,1105.0,1198000.0,Santa Clara
4871,4,3.0,1580.0,6.0,5.0,6.0,428947.0,7086.0,899950.0,San Jose
4872,2,2.0,1427.0,6.0,7.0,7.0,1448547.0,17642.0,1495000.0,Los Angeles
4876,3,2.0,1395.0,6.0,5.0,4.0,481678.0,5960.0,735000.0,Los Angeles
4877,3,3.0,1696.0,3.0,3.0,2.0,571200.0,7088.0,1099000.0,Los Angeles
4878,2,1.0,1016.0,3.0,2.0,2.0,386808.0,5359.0,456000.0,Los Angeles
4879,2,2.0,617.0,8.0,5.0,8.0,336600.0,3951.0,419000.0,Felton
4886,4,2.0,1309.0,3.0,4.0,2.0,497760.0,6621.0,599000.0,Los Angeles
4887,5,5.0,3819.0,9.0,7.0,8.0,1107327.0,13711.0,2850000.0,Los Angeles
4888,4,2.0,1757.0,9.0,6.0,7.0,1688971.0,19998.0,1065000.0,Sunnyvale
4889,5,3.0,2404.0,6.0,5.0,6.0,1430813.0,17096.0,1100000.0,Santa Clara
4893,3,4.0,2386.0,4.0,7.0,7.0,2537627.0,30870.0,3495000.0,Los Angeles
4896,3,1.0,1268.0,6.0,2.0,3.0,320000.0,5709.0,449000.0,Compton
4908,2,1.0,1064.0,3.0,5.0,4.0,533460.0,6674.0,499000.0,Los Angeles
4921,3,2.0,1906.0,3.0,5.0,6.0,361303.0,5588.0,1428000.0,San Jose
4923,3,2.0,1480.0,8.0,6.0,9.0,156292.0,2052.0,1788000.0,Millbrae
4928,4,2.0,1737.0,8.0,7.0,9.0,78315.0,1106.0,1100000.0,Milpitas
4930,4,2.0,2076.0,5.0,5.0,3.0,1122000.0,13861.0,1295000.0,Los Angeles
4936,3,2.0,1409.0,5.0,4.0,5.0,68385.0,1005.0,1099950.0,Santa Clara
4940,4,3.0,2524.0,7.0,7.0,7.0,164270.0,2252.0,2200000.0,Los Angeles
4942,3,2.0,1617.0,9.0,8.0,7.0,273198.0,4064.0,1299000.0,San Francisco
4943,4,3.0,2522.0,9.0,9.0,8.0,1524972.0,19623.0,1995000.0,San Jose
4947,3,2.0,1200.0,9.0,9.0,8.0,1077017.0,14917.0,1248000.0,San Jose
4951,3,3.0,2270.0,5.0,4.0,7.0,1508344.0,17734.0,1598000.0,San Mateo
4958,2,1.0,1069.0,4.0,6.0,8.0,356860.0,4445.0,749000.0,Los Angeles
4965,4,2.0,1988.0,7.0,7.0,9.0,1030200.0,12864.0,1150000.0,Milpitas
4970,4,2.0,1824.0,8.0,5.0,8.0,646204.0,7917.0,729900.0,Felton
4971,2,1.0,700.0,3.0,2.0,4.0,71770.0,810.0,439999.0,Watsonville
4972,4,2.0,1325.0,4.0,4.0,5.0,206935.0,2873.0,207000.0,Edison
4973,3,2.0,1486.0,4.0,3.0,7.0,176131.0,2338.0,1389000.0,Sunnyvale
4976,3,2.0,1388.0,9.0,6.0,8.0,1909000.0,22760.0,1900000.0,Sunnyvale
4979,5,3.0,2815.0,7.0,4.0,2.0,2832060.0,34681.0,3995000.0,San Francisco
4980,3,2.0,1450.0,3.0,5.0,3.0,177055.0,3815.0,340000.0,Compton
4991,3,1.0,1680.0,6.0,6.0,8.0,726576.0,9036.0,1399000.0,Los Angeles
4995,2,1.0,800.0,7.0,6.0,10.0,43880.0,1316.0,925000.0,San Francisco
4997,4,6.0,5521.0,9.0,3.0,7.0,8914146.0,107606.0,8995000.0,West Hollywood
4999,3,1.0,1233.0,4.0,4.0,2.0,471000.0,6302.0,629900.0,Los Angeles
5002,3,2.0,1234.0,4.0,4.0,3.0,589306.0,8567.0,1050000.0,San Jose
5005,3,2.0,1044.0,5.0,3.0,2.0,392308.0,4936.0,750000.0,Los Angeles
5006,1,1.0,616.0,5.0,3.0,4.0,619037.0,7557.0,649000.0,Los Angeles
